codigo_cta,tipo_documento,status_documento,numero_documento,data_emissao,data_vencimento,data_quitacao,valor_documento,valor_desconto,valor_saldo,Usuario,descricao_tipo_documento,fornecedor,numero_documento_base
2154,fornecedor,quitado,77726/004,2025-03-19,2025-05-15,2025-06-03,16769.2,0.0,0.0,IMPORTACAO,DUPLICATA,PROMEFARMA MEDIC. E PRODUTOS HOSPITALARES LTDA,77726
2155,fornecedor,quitado,77726/005,2025-03-19,2025-05-25,2025-06-12,16769.2,0.0,0.0,IMPORTACAO,DUPLICATA,PROMEFARMA MEDIC. E PRODUTOS HOSPITALARES LTDA,77726
2158,fornecedor,quitado,98346/001,2025-03-13,2025-04-28,2025-05-08,5000.0,0.0,0.0,IMPORTACAO,DUPLICATA,FORT FLEX,98346
2169,fornecedor,quitado,226991/001,2025-03-14,2025-04-11,2025-06-11,18405.9,0.0,0.0,IMPORTACAO,DUPLICATA,STOCK MED,226991
2170,fornecedor,quitado,226991/002,2025-03-14,2025-04-17,2025-05-12,18405.9,0.0,0.0,IMPORTACAO,DUPLICATA,STOCK MED,226991
2171,fornecedor,quitado,226991/003,2025-03-14,2025-04-23,2025-05-16,18405.9,0.0,0.0,IMPORTACAO,DUPLICATA,STOCK MED,226991
2172,fornecedor,quitado,226991/004,2025-03-14,2025-04-29,2025-05-29,18405.9,0.0,0.0,IMPORTACAO,DUPLICATA,STOCK MED,226991
2173,fornecedor,quitado,226991/005,2025-03-14,2025-05-05,2025-05-28,18405.9,0.0,0.0,IMPORTACAO,DUPLICATA,STOCK MED,226991
2174,fornecedor,quitado,226991/006,2025-03-14,2025-05-11,2025-05-28,18405.9,0.0,0.0,IMPORTACAO,DUPLICATA,STOCK MED,226991
2175,fornecedor,quitado,226991/007,2025-03-14,2025-05-17,2025-06-06,18405.9,0.0,0.0,IMPORTACAO,DUPLICATA,STOCK MED,226991
2176,fornecedor,quitado,226991/008,2025-03-14,2025-05-23,2025-06-05,18405.9,0.0,0.0,IMPORTACAO,DUPLICATA,STOCK MED,226991
2177,fornecedor,quitado,226991/009,2025-03-14,2025-05-29,2025-06-16,18405.9,0.0,0.0,IMPORTACAO,DUPLICATA,STOCK MED,226991
2178,fornecedor,quitado,226991/010,2025-03-14,2025-06-04,2025-06-16,18405.9,0.0,0.0,IMPORTACAO,DUPLICATA,STOCK MED,226991
2179,fornecedor,quitado,227495/001,2025-04-02,2025-04-30,2025-05-29,1079.96,0.0,0.0,IMPORTACAO,DUPLICATA,CIRURGICA MONTEBELLO,227495
2181,fornecedor,quitado,260722/001,2025-04-04,2025-05-04,2025-05-13,2017.92,0.0,0.0,IMPORTACAO,DUPLICATA,SELLENE MATRIZ,260722
2198,fornecedor,quitado,510538/001,2025-04-03,2025-05-08,2025-05-08,686.82,0.0,0.0,IMPORTACAO,DUPLICATA,GRUPO NOVA,510538
2199,fornecedor,quitado,510538/002,2025-04-03,2025-05-19,2025-05-23,686.82,0.0,0.0,IMPORTACAO,DUPLICATA,GRUPO NOVA,510538
2200,fornecedor,quitado,510538/003,2025-04-03,2025-05-28,2025-06-02,686.82,0.0,0.0,IMPORTACAO,DUPLICATA,GRUPO NOVA,510538
2201,fornecedor,quitado,510538/004,2025-04-03,2025-06-09,2025-06-12,686.82,0.0,0.0,IMPORTACAO,DUPLICATA,GRUPO NOVA,510538
2202,fornecedor,quitado,5907/001,2025-03-17,2025-04-16,2025-04-23,600.0,0.0,0.0,IMPORTACAO,DUPLICATA,TISSY TOALHAS,5907
2208,fornecedor,quitado,57701/001,2025-03-07,2025-04-16,2025-04-16,7592.33,0.0,0.0,YAGO,DUPLICATA,AMED S/A,57701
2209,fornecedor,quitado,57701/002,2025-03-07,2025-04-28,2025-05-20,7592.33,0.0,0.0,YAGO,DUPLICATA,AMED S/A,57701
2210,fornecedor,quitado,57701/003,2025-03-07,2025-05-06,2025-05-19,7592.33,0.0,0.0,YAGO,DUPLICATA,AMED S/A,57701
2211,fornecedor,quitado,57701/004,2025-03-07,2025-05-16,2025-05-30,7592.31,0.0,0.0,YAGO,DUPLICATA,AMED S/A,57701
2212,fornecedor,quitado,57412/001,2025-02-27,2025-04-14,2025-04-14,15908.73,0.0,0.0,NATALIA,DUPLICATA,AMED S/A,57412
2213,fornecedor,quitado,57412/002,2025-02-27,2025-04-23,2025-05-19,15908.73,0.0,0.0,NATALIA,DUPLICATA,AMED S/A,57412
2214,fornecedor,quitado,57412/003,2025-02-27,2025-05-05,2025-05-16,15908.73,0.0,0.0,NATALIA,DUPLICATA,AMED S/A,57412
2215,fornecedor,quitado,57412/004,2025-02-27,2025-05-13,2025-05-27,15908.71,0.0,0.0,NATALIA,DUPLICATA,AMED S/A,57412
2216,fornecedor,quitado,2582/001,2025-04-07,2025-04-28,2025-05-05,1320.0,0.0,0.0,IMPORTACAO,DUPLICATA,LUKTEX HOSPITALAR,2582
2217,despesas,quitado,12505,2025-01-28,2025-04-01,2025-04-09,2596.25,0.0,0.0,NATALIA,BOLETO BANCARIO,Fornecedor Não Informado,12505
2227,fornecedor,quitado,1835008/001,2025-03-19,2025-04-18,2025-04-23,10072.08,0.0,0.0,IMPORTACAO,DUPLICATA,CIRURGICA FERNANDES,1835008
2228,fornecedor,quitado,1835008/002,2025-03-19,2025-05-05,2025-05-05,9205.4,0.0,0.0,IMPORTACAO,DUPLICATA,CIRURGICA FERNANDES,1835008
2229,fornecedor,quitado,1835008/003,2025-03-19,2025-05-19,2025-05-19,9484.35,0.0,0.0,IMPORTACAO,DUPLICATA,CIRURGICA FERNANDES,1835008
2230,fornecedor,quitado,780/001,2025-04-07,2025-05-07,2025-05-16,7000.88,0.0,0.0,IMPORTACAO,DUPLICATA,TEC PRINT ROTULOS E ETIQ.,780
2231,fornecedor,quitado,780/002,2025-04-07,2025-05-22,2025-05-30,7000.89,0.0,0.0,IMPORTACAO,DUPLICATA,TEC PRINT ROTULOS E ETIQ.,780
2233,fornecedor,quitado,967852/001,2025-04-07,2025-05-26,2025-05-30,469.9,0.0,0.0,IMPORTACAO,DUPLICATA,FORTES DISTRIBUIDORA,967852
2234,fornecedor,quitado,106311,2025-01-31,2025-04-04,2025-04-11,4902.83,0.0,0.0,NATALIA,BOLETO BANCARIO,CRALPLAST,106311
2235,fornecedor,quitado,106312,2025-01-31,2025-04-04,2025-04-11,5279.98,0.0,0.0,NATALIA,BOLETO BANCARIO,CRALPLAST,106312
2236,fornecedor,quitado,22661/001,2025-04-09,2025-05-09,2025-06-17,2150.0,0.0,0.0,IMPORTACAO,DUPLICATA,OMNIELMASTER,22661
2237,fornecedor,quitado,22661/002,2025-04-09,2025-06-08,2025-06-17,2150.0,0.0,0.0,IMPORTACAO,DUPLICATA,OMNIELMASTER,22661
2240,fornecedor,quitado,260922/001,2025-04-09,2025-05-09,2025-05-13,2720.4,0.0,0.0,IMPORTACAO,DUPLICATA,SELLENE MATRIZ,260922
2241,fornecedor,quitado,4545/001,2025-04-09,2025-05-09,2025-05-13,1990.9,0.0,0.0,IMPORTACAO,DUPLICATA,BIOFARMACE,4545
2248,fornecedor,quitado,130220/001,2025-03-30,2025-04-30,2025-05-16,7330.4,0.0,0.0,IMPORTACAO,DUPLICATA,HOSPDROGAS,130220
2249,fornecedor,quitado,130220/002,2025-03-30,2025-05-07,2025-06-24,7330.4,0.0,0.0,IMPORTACAO,DUPLICATA,HOSPDROGAS,130220
2250,fornecedor,aberto,130220/003,2025-03-30,2025-05-14,,7330.4,0.0,7330.4,IMPORTACAO,DUPLICATA,HOSPDROGAS,130220
2251,fornecedor,aberto,130220/004,2025-03-30,2025-05-21,,7330.4,0.0,7330.4,IMPORTACAO,DUPLICATA,HOSPDROGAS,130220
2252,fornecedor,aberto,130220/005,2025-03-30,2025-05-28,,7330.4,0.0,7330.4,IMPORTACAO,DUPLICATA,HOSPDROGAS,130220
2253,fornecedor,aberto,130220/006,2025-03-30,2025-06-01,,7348.0,0.0,7348.0,IMPORTACAO,DUPLICATA,HOSPDROGAS,130220
2254,fornecedor,quitado,130056/001,2025-03-28,2025-04-28,2025-05-16,20741.7,0.0,0.0,IMPORTACAO,DUPLICATA,HOSPDROGAS,130056
2255,fornecedor,aberto,130056/002,2025-03-28,2025-05-05,,20741.7,0.0,20741.7,IMPORTACAO,DUPLICATA,HOSPDROGAS,130056
2256,fornecedor,aberto,130056/003,2025-03-28,2025-05-12,,20741.7,0.0,20741.7,IMPORTACAO,DUPLICATA,HOSPDROGAS,130056
2257,fornecedor,aberto,130056/004,2025-03-28,2025-05-19,,20741.7,0.0,20741.7,IMPORTACAO,DUPLICATA,HOSPDROGAS,130056
2258,fornecedor,aberto,130056/005,2025-03-28,2025-05-26,,20741.7,0.0,20741.7,IMPORTACAO,DUPLICATA,HOSPDROGAS,130056
2259,fornecedor,aberto,130056/006,2025-03-28,2025-05-30,,20791.5,0.0,20791.5,IMPORTACAO,DUPLICATA,HOSPDROGAS,130056
2263,fornecedor,quitado,15660/001,2025-04-09,2025-05-09,2025-05-13,1737.34,0.0,0.0,IMPORTACAO,DUPLICATA,BELIEVE,15660
2264,fornecedor,quitado,15660/002,2025-04-09,2025-05-24,2025-05-15,1737.33,0.0,0.0,IMPORTACAO,DUPLICATA,BELIEVE,15660
2265,fornecedor,quitado,15660/003,2025-04-09,2025-06-08,2025-06-11,1737.33,0.0,0.0,IMPORTACAO,DUPLICATA,BELIEVE,15660
2268,fornecedor,quitado,301/001,2025-04-09,2025-05-07,2025-05-16,2616.5,0.0,0.0,IMPORTACAO,DUPLICATA,ALPHA MEDICAMENTOS,301
2269,fornecedor,quitado,301/002,2025-04-09,2025-05-14,2025-05-19,2616.5,0.0,0.0,IMPORTACAO,DUPLICATA,ALPHA MEDICAMENTOS,301
2270,fornecedor,quitado,130256/001,2025-03-31,2025-05-01,2025-05-19,14827.4,0.0,0.0,IMPORTACAO,DUPLICATA,HOSPDROGAS,130256
2271,fornecedor,aberto,130256/002,2025-03-31,2025-05-08,,14827.4,0.0,14827.4,IMPORTACAO,DUPLICATA,HOSPDROGAS,130256
2272,fornecedor,aberto,130256/003,2025-03-31,2025-05-15,,14827.4,0.0,14827.4,IMPORTACAO,DUPLICATA,HOSPDROGAS,130256
2273,fornecedor,aberto,130256/004,2025-03-31,2025-05-22,,14827.4,0.0,14827.4,IMPORTACAO,DUPLICATA,HOSPDROGAS,130256
2274,fornecedor,aberto,130256/005,2025-03-31,2025-05-29,,14827.4,0.0,14827.4,IMPORTACAO,DUPLICATA,HOSPDROGAS,130256
2275,fornecedor,aberto,130256/006,2025-03-31,2025-06-02,,14863.0,0.0,14863.0,IMPORTACAO,DUPLICATA,HOSPDROGAS,130256
2276,fornecedor,aberto,442182/001,2025-03-26,2025-04-25,,9675.0,0.0,9675.0,IMPORTACAO,DUPLICATA,EQUILIBRIUM,442182
2277,fornecedor,aberto,442182/002,2025-03-26,2025-05-10,,9675.0,0.0,9675.0,IMPORTACAO,DUPLICATA,EQUILIBRIUM,442182
2278,fornecedor,aberto,442182/003,2025-03-26,2025-05-25,,9675.0,0.0,9675.0,IMPORTACAO,DUPLICATA,EQUILIBRIUM,442182
2279,fornecedor,aberto,442182/004,2025-03-26,2025-06-09,,9675.0,0.0,9675.0,IMPORTACAO,DUPLICATA,EQUILIBRIUM,442182
2280,fornecedor,quitado,57891/001,2025-03-12,2025-04-26,2025-05-16,20549.2,0.0,0.0,IMPORTACAO,DUPLICATA,AMED S/A,57891
2281,fornecedor,quitado,57891/002,2025-03-12,2025-05-06,2025-05-22,20549.2,0.0,0.0,IMPORTACAO,DUPLICATA,AMED S/A,57891
2282,fornecedor,quitado,57891/003,2025-03-12,2025-05-16,2025-05-30,20549.2,0.0,0.0,IMPORTACAO,DUPLICATA,AMED S/A,57891
2283,fornecedor,quitado,57890/001,2025-03-12,2025-04-26,2025-05-16,20549.2,0.0,0.0,IMPORTACAO,DUPLICATA,AMED S/A,57890
2284,fornecedor,quitado,57890/002,2025-03-12,2025-05-06,2025-05-26,20549.2,0.0,0.0,IMPORTACAO,DUPLICATA,AMED S/A,57890
2285,fornecedor,quitado,57890/003,2025-03-12,2025-05-16,2025-05-29,20549.2,0.0,0.0,IMPORTACAO,DUPLICATA,AMED S/A,57890
2290,fornecedor,quitado,57702/001,2025-03-07,2025-04-22,2025-05-16,3541.95,0.0,0.0,YAGO,DUPLICATA,AMED S/A,57702
2291,fornecedor,quitado,57702/002,2025-03-07,2025-05-02,2025-05-26,3541.95,0.0,0.0,YAGO,DUPLICATA,AMED S/A,57702
2292,fornecedor,quitado,57702/003,2025-03-07,2025-05-12,2025-05-27,3541.95,0.0,0.0,YAGO,DUPLICATA,AMED S/A,57702
2293,fornecedor,quitado,57702/004,2025-03-07,2025-05-21,2025-06-04,3541.95,0.0,0.0,YAGO,DUPLICATA,AMED S/A,57702
2294,fornecedor,quitado,404957/001,2025-03-25,2025-04-14,2025-04-15,806.6,0.0,0.0,YAGO,DUPLICATA,RELVA VERDE,404957
2295,fornecedor,quitado,5833/001,2025-04-11,2025-05-09,2025-05-19,4523.33,0.0,0.0,IMPORTACAO,DUPLICATA,ASFER,5833
2296,fornecedor,quitado,5833/002,2025-04-11,2025-05-23,2025-05-26,4523.33,0.0,0.0,IMPORTACAO,DUPLICATA,ASFER,5833
2297,fornecedor,quitado,5833/003,2025-04-11,2025-06-06,2025-06-17,4523.34,0.0,0.0,IMPORTACAO,DUPLICATA,ASFER,5833
2299,despesas,quitado,42,2025-04-11,2025-04-11,2025-04-11,162.51,0.0,0.0,YAGO,DAE-DOCUMENTO DE ARRECADACAO ESTADUAL,Fornecedor Não Informado,42
2300,despesas,quitado,43,2025-04-11,2025-04-11,2025-04-11,60.0,0.0,0.0,YAGO,DAE-DOCUMENTO DE ARRECADACAO ESTADUAL,Fornecedor Não Informado,43
2301,fornecedor,quitado,11287/001,2025-04-11,2025-05-09,2025-05-13,720.0,0.0,0.0,IMPORTACAO,DUPLICATA,MEDMAIA PRODUTOS MEDICOS,11287
2302,fornecedor,quitado,15691/001,2025-04-11,2025-05-11,2025-05-13,1813.05,0.0,0.0,IMPORTACAO,DUPLICATA,BELIEVE,15691
2303,fornecedor,quitado,15691/002,2025-04-11,2025-05-26,2025-05-15,1813.05,0.0,0.0,IMPORTACAO,DUPLICATA,BELIEVE,15691
2305,fornecedor,quitado,4565/001,2025-04-11,2025-05-09,2025-05-13,2691.15,0.0,0.0,IMPORTACAO,DUPLICATA,BIOFARMACE,4565
2306,fornecedor,quitado,4565/002,2025-04-11,2025-05-16,2025-05-16,2691.15,0.0,0.0,IMPORTACAO,DUPLICATA,BIOFARMACE,4565
2308,fornecedor,quitado,103454/001,2025-04-11,2025-04-13,2025-04-11,1284.4,0.0,0.0,IMPORTACAO,DUPLICATA,VALFARMA,103454
2309,fornecedor,quitado,94346/001,2025-04-11,2025-05-01,2025-05-05,194.61,0.0,0.0,IMPORTACAO,DUPLICATA,VAREJAO DOS COMPRIMIDOS,94346
2310,fornecedor,quitado,94346/002,2025-04-11,2025-05-11,2025-05-13,188.86,0.0,0.0,IMPORTACAO,DUPLICATA,VAREJAO DOS COMPRIMIDOS,94346
2311,fornecedor,quitado,94346/003,2025-04-11,2025-05-21,2025-05-23,188.86,0.0,0.0,IMPORTACAO,DUPLICATA,VAREJAO DOS COMPRIMIDOS,94346
2314,fornecedor,quitado,119009/001,2025-04-14,2025-05-12,2025-05-16,2880.0,0.0,0.0,IMPORTACAO,DUPLICATA,OLIMED,119009
2315,fornecedor,quitado,119009/002,2025-04-14,2025-05-19,2025-05-30,2880.0,0.0,0.0,IMPORTACAO,DUPLICATA,OLIMED,119009
2316,fornecedor,quitado,119009/003,2025-04-14,2025-05-26,2025-05-30,2880.0,0.0,0.0,IMPORTACAO,DUPLICATA,OLIMED,119009
2317,despesas,quitado,44,2025-04-14,2025-04-15,2025-04-15,186.39,0.0,0.0,YAGO,DAE-DOCUMENTO DE ARRECADACAO ESTADUAL,Fornecedor Não Informado,44
2318,fornecedor,quitado,807/001,2025-04-14,2025-05-14,2025-05-16,3205.23,0.0,0.0,IMPORTACAO,DUPLICATA,TEC PRINT ROTULOS E ETIQ.,807
2319,fornecedor,quitado,807/002,2025-04-14,2025-05-29,2025-06-17,3205.22,0.0,0.0,IMPORTACAO,DUPLICATA,TEC PRINT ROTULOS E ETIQ.,807
2324,fornecedor,quitado,15722/001,2025-04-14,2025-05-14,2025-05-15,2262.19,0.0,0.0,IMPORTACAO,DUPLICATA,BELIEVE,15722
2325,fornecedor,quitado,15722/002,2025-04-14,2025-05-29,2025-05-15,2262.19,0.0,0.0,IMPORTACAO,DUPLICATA,BELIEVE,15722
2327,fornecedor,quitado,55156/001,2025-04-15,2025-05-15,2025-05-16,1502.6,0.0,0.0,IMPORTACAO,DUPLICATA,JB FARMA DISTRIBUIDORA,55156
2330,fornecedor,quitado,11300/001,2025-04-14,2025-05-14,2025-05-27,1610.0,0.0,0.0,IMPORTACAO,DUPLICATA,MEDMAIA PRODUTOS MEDICOS,11300
2331,fornecedor,quitado,2602/001,2025-04-15,2025-05-06,2025-05-06,680.0,0.0,0.0,IMPORTACAO,DUPLICATA,LUKTEX HOSPITALAR,2602
2338,fornecedor,quitado,27224/001,2025-04-09,2025-05-09,2025-05-22,4511.85,0.0,0.0,IMPORTACAO,DUPLICATA,MAXXI DISTRIBUIDORA,27224
2339,fornecedor,quitado,27224/002,2025-04-09,2025-05-24,2025-05-26,4511.85,0.0,0.0,IMPORTACAO,DUPLICATA,MAXXI DISTRIBUIDORA,27224
2340,fornecedor,quitado,1278/001,2025-04-14,2025-05-12,2025-05-27,8586.68,0.0,0.0,IMPORTACAO,DUPLICATA,GLOBALMED DISTRIBUICAO LTDA,1278
2341,fornecedor,quitado,1278/002,2025-04-14,2025-05-19,2025-05-29,8586.66,0.0,0.0,IMPORTACAO,DUPLICATA,GLOBALMED DISTRIBUICAO LTDA,1278
2342,fornecedor,quitado,1278/003,2025-04-14,2025-05-26,2025-06-05,8586.66,0.0,0.0,IMPORTACAO,DUPLICATA,GLOBALMED DISTRIBUICAO LTDA,1278
2343,fornecedor,quitado,92835/001,2025-04-08,2025-05-08,2025-05-23,6666.8,0.0,0.0,IMPORTACAO,DUPLICATA,CEPALAB,92835
2344,fornecedor,quitado,92835/002,2025-04-08,2025-06-07,2025-06-17,6666.6,0.0,0.0,IMPORTACAO,DUPLICATA,CEPALAB,92835
2345,fornecedor,aberto,92835/003,2025-04-08,2025-07-07,,6666.6,0.0,6666.6,IMPORTACAO,DUPLICATA,CEPALAB,92835
2347,fornecedor,quitado,312/001,2025-04-15,2025-05-14,2025-05-16,1595.4,0.0,0.0,IMPORTACAO,DUPLICATA,ALPHA MEDICAMENTOS,312
2348,despesas,quitado,45,2025-04-16,2025-04-17,2025-04-16,537.6,0.0,0.0,YAGO,DAE-DOCUMENTO DE ARRECADACAO ESTADUAL,Fornecedor Não Informado,45
2351,despesas,quitado,12713-1,2025-04-16,2025-04-29,2025-04-29,1115.0,0.0,0.0,YAGO,BOLETO BANCARIO,Fornecedor Não Informado,12713-1
2352,despesas,quitado,46,2025-04-16,2025-04-16,2025-04-16,302.4,0.0,0.0,YAGO,DAE-DOCUMENTO DE ARRECADACAO ESTADUAL,Fornecedor Não Informado,46
2353,despesas,quitado,47,2025-04-16,2025-04-16,2025-04-16,660.45,0.0,0.0,YAGO,DAE-DOCUMENTO DE ARRECADACAO ESTADUAL,Fornecedor Não Informado,47
2354,fornecedor,quitado,970100/001,2025-04-14,2025-05-19,2025-05-30,356.23,0.0,0.0,IMPORTACAO,DUPLICATA,FORTES DISTRIBUIDORA,970100
2355,fornecedor,quitado,3577/001,2025-04-15,2025-05-15,2025-07-03,1680.0,0.0,0.0,NATALIA,DUPLICATA,FORTAL,3577
2361,fornecedor,quitado,211552/001,2025-04-16,2025-05-16,2025-05-16,3526.02,0.0,0.0,NATALIA,DUPLICATA,REPIFARMA,211552
2362,fornecedor,quitado,103593/001,2025-04-16,2025-05-06,2025-05-16,12213.01,0.0,0.0,IMPORTACAO,DUPLICATA,VALFARMA,103593
2363,fornecedor,quitado,103593/002,2025-04-16,2025-05-16,2025-05-19,12212.99,0.0,0.0,IMPORTACAO,DUPLICATA,VALFARMA,103593
2364,fornecedor,quitado,103593/003,2025-04-16,2025-05-26,2025-05-29,12212.99,0.0,0.0,IMPORTACAO,DUPLICATA,VALFARMA,103593
2365,fornecedor,quitado,103593/004,2025-04-16,2025-06-05,2025-06-11,12212.99,0.0,0.0,IMPORTACAO,DUPLICATA,VALFARMA,103593
2366,fornecedor,quitado,103593/005,2025-04-16,2025-06-15,2025-06-16,12212.99,0.0,0.0,IMPORTACAO,DUPLICATA,VALFARMA,103593
2368,fornecedor,quitado,15751/001,2025-04-16,2025-05-16,2025-05-15,741.0,0.0,0.0,YAGO,DUPLICATA,BELIEVE,15751
2370,fornecedor,quitado,512197/001,2025-04-15,2025-05-15,2025-05-23,339.87,0.0,0.0,IMPORTACAO,DUPLICATA,GRUPO NOVA,512197
2371,fornecedor,quitado,512260/001,2025-04-16,2025-05-16,2025-05-23,390.09,0.0,0.0,YAGO,DUPLICATA,GRUPO NOVA,512260
2372,fornecedor,quitado,68881/001,2025-04-15,2025-05-15,2025-06-04,1700.9,0.0,0.0,IMPORTACAO,DUPLICATA,MED MAIS SAUDE LTDA,68881
2373,fornecedor,quitado,68881/002,2025-04-15,2025-06-14,2025-06-17,1700.9,0.0,0.0,IMPORTACAO,DUPLICATA,MED MAIS SAUDE LTDA,68881
2374,fornecedor,aberto,68881/003,2025-04-15,2025-07-14,,1700.9,0.0,1700.9,IMPORTACAO,DUPLICATA,MED MAIS SAUDE LTDA,68881
2375,fornecedor,quitado,11897/001,2025-04-16,2025-05-16,2025-06-17,2257.36,0.0,0.0,IMPORTACAO,DUPLICATA,ALFEMA FORTALEZA,11897
2377,fornecedor,quitado,330047/001,2025-04-16,2025-05-16,2025-05-30,685.49,0.0,0.0,IMPORTACAO,DUPLICATA,DROGA FARMA,330047
2378,fornecedor,quitado,330047/002,2025-04-16,2025-05-26,2025-05-30,685.49,0.0,0.0,IMPORTACAO,DUPLICATA,DROGA FARMA,330047
2379,fornecedor,quitado,84140/001,2025-04-17,2025-05-17,2025-05-28,2670.0,0.0,0.0,IMPORTACAO,DUPLICATA,SHOPPING PROHOSPITAL,84140
2381,fornecedor,quitado,323/001,2025-04-22,2025-05-22,2025-05-27,1437.0,0.0,0.0,YAGO,DUPLICATA,ALPHA MEDICAMENTOS,323
2382,fornecedor,quitado,10278/001,2025-04-17,2025-05-17,2025-05-30,6110.0,0.0,0.0,IMPORTACAO,DUPLICATA,SANTA CLARA MOVEIS,10278
2383,fornecedor,aberto,126812/001,2025-04-01,2025-04-29,,15344.07,0.0,15344.07,IMPORTACAO,DUPLICATA,EQUIPLEX,126812
2384,fornecedor,aberto,126812/002,2025-04-01,2025-05-13,,15344.07,0.0,15344.07,IMPORTACAO,DUPLICATA,EQUIPLEX,126812
2385,fornecedor,aberto,126812/003,2025-04-01,2025-05-27,,15348.66,0.0,15348.66,IMPORTACAO,DUPLICATA,EQUIPLEX,126812
2386,fornecedor,quitado,15791/001,2025-04-22,2025-05-22,2025-05-15,720.0,0.0,0.0,YAGO,DUPLICATA,BELIEVE,15791
2399,fornecedor,quitado,10687/001,2025-04-09,2025-05-07,2025-05-08,1155.68,0.0,0.0,IMPORTACAO,DUPLICATA,RIOXI EQUIPAMENTOS,10687
2400,fornecedor,quitado,261510/001,2025-04-23,2025-05-23,2025-05-28,1261.2,0.0,0.0,IMPORTACAO,DUPLICATA,SELLENE MATRIZ,261510
2401,fornecedor,quitado,132939/001,2025-04-10,2025-05-11,2025-06-25,4924.53,0.0,0.0,IMPORTACAO,DUPLICATA,HOSPDROGAS,132939
2402,fornecedor,aberto,132939/002,2025-04-10,2025-05-18,,4924.53,0.0,4924.53,IMPORTACAO,DUPLICATA,HOSPDROGAS,132939
2403,fornecedor,aberto,132939/003,2025-04-10,2025-05-25,,4924.53,0.0,4924.53,IMPORTACAO,DUPLICATA,HOSPDROGAS,132939
2404,fornecedor,aberto,132939/004,2025-04-10,2025-06-01,,4924.53,0.0,4924.53,IMPORTACAO,DUPLICATA,HOSPDROGAS,132939
2405,fornecedor,aberto,132939/005,2025-04-10,2025-06-08,,4924.53,0.0,4924.53,IMPORTACAO,DUPLICATA,HOSPDROGAS,132939
2406,fornecedor,aberto,132939/006,2025-04-10,2025-06-12,,4936.35,0.0,4936.35,IMPORTACAO,DUPLICATA,HOSPDROGAS,132939
2409,fornecedor,quitado,512922/001,2025-04-23,2025-05-23,2025-05-23,1144.42,0.0,0.0,IMPORTACAO,DUPLICATA,GRUPO NOVA,512922
2410,fornecedor,quitado,512922/002,2025-04-23,2025-06-23,2025-06-23,1144.43,0.0,0.0,IMPORTACAO,DUPLICATA,GRUPO NOVA,512922
2431,fornecedor,quitado,103841/001,2025-04-23,2025-05-13,2025-05-19,1301.5,0.0,0.0,IMPORTACAO,DUPLICATA,VALFARMA,103841
2432,fornecedor,quitado,103841/002,2025-04-23,2025-05-23,2025-05-23,1301.5,0.0,0.0,IMPORTACAO,DUPLICATA,VALFARMA,103841
2433,despesas,quitado,3833,2025-04-24,2025-04-24,2025-04-24,60.26,0.0,0.0,YAGO,BOLETO BANCARIO,Fornecedor Não Informado,3833
2434,despesas,quitado,3869,2025-04-24,2025-04-24,2025-04-24,20.27,0.0,0.0,YAGO,BOLETO BANCARIO,Fornecedor Não Informado,3869
2438,fornecedor,quitado,103855/001,2025-04-24,2025-05-14,2025-05-19,1760.84,0.0,0.0,YAGO,DUPLICATA,VALFARMA,103855
2439,fornecedor,quitado,103855/002,2025-04-24,2025-05-24,2025-05-29,1760.83,0.0,0.0,IMPORTACAO,DUPLICATA,VALFARMA,103855
2440,fornecedor,quitado,103855/003,2025-04-24,2025-06-03,2025-06-03,1760.83,0.0,0.0,IMPORTACAO,DUPLICATA,VALFARMA,103855
2441,fornecedor,quitado,5279/001,2025-04-23,2025-05-21,2025-05-27,710.0,0.0,0.0,IMPORTACAO,DUPLICATA,TORRES DISTRIBUIDORA DE EMBALAGENS PLAST,5279
2444,fornecedor,quitado,127197922,2025-04-23,2025-04-25,2025-04-28,3037.5,0.0,0.0,YAGO,DUPLICATA,J SOLUCOES,127197922
2445,fornecedor,quitado,127198203,2025-04-23,2025-05-25,2025-05-30,3037.5,0.0,0.0,YAGO,DUPLICATA,J SOLUCOES,127198203
2446,fornecedor,quitado,355,2025-04-23,2025-04-24,2025-05-12,6075.0,0.0,0.0,YAGO,DUPLICATA,J SOLUCOES,355
2449,fornecedor,quitado,15810/001,2025-04-24,2025-05-24,2025-05-15,1853.75,0.0,0.0,IMPORTACAO,DUPLICATA,BELIEVE,15810
2450,fornecedor,quitado,15810/002,2025-04-24,2025-06-08,2025-06-11,1853.75,0.0,0.0,IMPORTACAO,DUPLICATA,BELIEVE,15810
2475,fornecedor,quitado,1844306/001,2025-04-11,2025-05-12,2025-05-12,63270.19,0.0,0.0,YAGO,DUPLICATA,CIRURGICA FERNANDES,1844306
2476,fornecedor,quitado,1844306/002,2025-04-11,2025-05-26,2025-05-27,54553.72,0.0,0.0,YAGO,DUPLICATA,CIRURGICA FERNANDES,1844306
2477,fornecedor,quitado,1844306/003,2025-04-11,2025-06-10,2025-06-12,56206.87,0.0,0.0,YAGO,DUPLICATA,CIRURGICA FERNANDES,1844306
2480,fornecedor,quitado,513345/001,2025-04-24,2025-05-26,2025-05-27,458.22,0.0,0.0,IMPORTACAO,DUPLICATA,GRUPO NOVA,513345
2484,fornecedor,quitado,103932/001,2025-04-25,2025-05-25,2025-05-29,1017.6,0.0,0.0,NATALIA,DUPLICATA,VALFARMA,103932
